#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2015-05-13T18:48:34 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ55539b4ea33c	
#INFO	-out.max=unlimited	
#INFO	queryParameters=37	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_p
#-out.add=_x,_y
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-out.src=VII/213/groups,VII/213/dynamics,VII/213/galaxies,VII/213/morpho
#-nav=cat:VII/213&tab:{VII/213/groups}&tab:{VII/213/dynamics}&tab:{VII/213/galaxies}&tab:{VII/213/morpho}&key:source=VII/213/groups&key:source=VII/213/dynamics&key:source=VII/213/galaxies&key:source=VII/213/morpho&HTTPPRM:&&-ref=VIZ55539b4ea33c&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_p&-out.add=_x,_y&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=HCG&-joincol={VII/213/groups}.{HCG}&-out=Dyna&-out=Type&-out=MCount&-out=AngSize&-out=TotMag&-out=Emag&-out=Aname1&-out=Aname2&-out=Aname3&-out=Aname4&-out=n&-out=log(sV)&-out=log(V)&-out=log(R)&-out=log(Ho.tc)&-out=MType&-out=Names&-out=Comments&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=VII/213/groups,VII/213/dynamics,VII/213/galaxies,VII/213/morpho
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=VII/213/groups VII/213/dynamics VII/213/galaxies VII/213/morpho
#-order=I
#-out=HCG
#-joincol={VII/213/groups}.{HCG}
#-joincol=HCG
#-out=Dyna
#-out=Type
#-out=MCount
#-out=AngSize
#-out=TotMag
#-out=Emag
#-out=Aname1
#-out=Aname2
#-out=Aname3
#-out=Aname4
#-out=n
#-out=log(sV)
#-out=log(V)
#-out=log(R)
#-out=log(Ho.tc)
#-out=MType
#-out=Names
#-out=Comments
#

#RESOURCE=join
#Name: #Join
#Title:  Join tables VII/213/groups,VII/213/dynamics,VII/213/galaxies,VII/213/morpho
#
#Coosys	B1950:	eq_FK4 B1950
#Table	VII_213_groups_VII_213_dynamics_VII_213_galaxies_VII_213_morpho:
#Name: VII/213/groups,VII/213/dynamics,VII/213/galaxies,VII/213/morpho
#Title:
#Column	_RAJ2000{1}	(F7.3)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000{1}	(F7.3)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	HCG{1}	(I3)	[1/100]+ Number of the group in this catalog [NULL integer written as an empty string]	[ucd=meta.id;meta.main]
#Column	Dyna{1}	(A1)	[*] '*' when group has dynamical parameters	[ucd=meta.code]
#Column	Type{1}	(A2)	Group type	[ucd=src.class]
#Column	MCount{1}	(I2)	Member count [NULL integer written as an empty string]	[ucd=meta.number]
#Column	AngSize{1}	(F5.1)	Angular size	[ucd=phys.angSize;src]
#Column	TotMag{1}	(F5.1)	Total magnitude of group	[ucd=phot.mag;em.opt.B]
#Column	Emag{1}	(F5.1)	Brightest member magnitude	[ucd=phot.mag;em.opt.R]
#Column	Aname1{1}	(a6)	Alternate name 1	[ucd=meta.id]
#Column	Aname2{1}	(a6)	Alternate name 2	[ucd=meta.id]
#Column	Aname3{1}	(a6)	Alternate name 3	[ucd=meta.id]
#Column	Aname4{1}	(a6)	Alternate name 4	[ucd=meta.id]
#Column	n{2}	(I1)	Number of galaxies with accordant velocities [NULL integer written as an empty string]	[ucd=meta.number]
#Column	log(sV){2}	(F5.2)	Radial velocity dispersion	[ucd=phys.veloc.dispersion]
#Column	log(V){2}	(F5.2)	? Estimated instrinsic 3D velocity dispersion	[ucd=phys.veloc.dispersion]
#Column	log(R){2}	(F5.2)	Median projected separation	[ucd=pos.angDistance]
#Column	log(Ho.tc){2}	(F5.2)	Crossing time (expressed in 1/Ho units)	[ucd=time.crossing]
#Column	MType{3}	(a4)	Hubble Morphological type	[ucd=src.morph.type]
#Column	Names{3}	(a18)	Other names	[ucd=meta.id]
#Column	MType{4}	(a4)	Morphological type	[ucd=src.morph.type]
#Column	Comments{4}	(a69)	Comments	[ucd=meta.note]
_DEJ2000	_RAJ2000	HCG	Dyna	Type	MCount	AngSize	TotMag	Emag	Aname1	Aname2	Aname3	Aname4	n	log(sV)	log(V)	log(R)	log(Ho.tc)	MType	Names	MType	Comments
 -7.8811	023.0921	 13	*	E2	 5	  2.5	 13.3	 14.0	      	      	      	      	5	 2.26	 2.44	 1.67	-1.66	S0  	                  	E0  	n.c.i.-interacting with c emission-radio (I)
 -7.0286	029.9484	 14	*	S3	 4	  6.7	 12.1	 13.0	      	      	      	      	3	 2.52	 2.76	 1.43	-2.22	Sb  	                  	Sbc 	Asym. morpho (I)
 -7.0286	029.9484	 14	*	S3	 4	  6.7	 12.1	 13.0	      	      	      	      	3	 2.52	 2.76	 1.43	-2.22	Sb  	                  	E5  	Diffuse, extended galaxy-emission (I)
 -7.0286	029.9484	 14	*	S3	 4	  6.7	 12.1	 13.0	      	      	      	      	3	 2.52	 2.76	 1.43	-2.22	Sb  	                  	Sb  	IR
 -7.0286	029.9484	 14	*	S3	 4	  6.7	 12.1	 13.0	      	      	      	      	3	 2.52	 2.76	 1.43	-2.22	E5  	                  	Sbc 	Asym. morpho (I)
 -7.0286	029.9484	 14	*	S3	 4	  6.7	 12.1	 13.0	      	      	      	      	3	 2.52	 2.76	 1.43	-2.22	E5  	                  	E5  	Diffuse, extended galaxy-emission (I)
 -7.0286	029.9484	 14	*	S3	 4	  6.7	 12.1	 13.0	      	      	      	      	3	 2.52	 2.76	 1.43	-2.22	E5  	                  	Sb  	IR
 -7.0286	029.9484	 14	*	S3	 4	  6.7	 12.1	 13.0	      	      	      	      	3	 2.52	 2.76	 1.43	-2.22	Sbc 	                  	Sbc 	Asym. morpho (I)
 -7.0286	029.9484	 14	*	S3	 4	  6.7	 12.1	 13.0	      	      	      	      	3	 2.52	 2.76	 1.43	-2.22	Sbc 	                  	E5  	Diffuse, extended galaxy-emission (I)
 -7.0286	029.9484	 14	*	S3	 4	  6.7	 12.1	 13.0	      	      	      	      	3	 2.52	 2.76	 1.43	-2.22	Sbc 	                  	Sb  	IR
 -7.0286	029.9484	 14	*	S3	 4	  6.7	 12.1	 13.0	      	      	      	      	3	 2.52	 2.76	 1.43	-2.22	Sd  	                  	Sbc 	Asym. morpho (I)
 -7.0286	029.9484	 14	*	S3	 4	  6.7	 12.1	 13.0	      	      	      	      	3	 2.52	 2.76	 1.43	-2.22	Sd  	                  	E5  	Diffuse, extended galaxy-emission (I)
 -7.0286	029.9484	 14	*	S3	 4	  6.7	 12.1	 13.0	      	      	      	      	3	 2.52	 2.76	 1.43	-2.22	Sd  	                  	Sb  	IR
 +2.1383	031.9124	 15	*	E3	 6	  7.7	 11.7	 13.3	U1624 	      	      	      	6	 2.63	 2.86	 1.89	-1.87	Sa  	U1624             	Sbc 	Disturbed morpho (I)
 +2.1383	031.9124	 15	*	E3	 6	  7.7	 11.7	 13.3	U1624 	      	      	      	6	 2.63	 2.86	 1.89	-1.87	Sa  	U1624             	E2  	n.c.i.-weak radio (I)
 +2.1383	031.9124	 15	*	E3	 6	  7.7	 11.7	 13.3	U1624 	      	      	      	6	 2.63	 2.86	 1.89	-1.87	Sa  	U1624             	E0  	Strong dust lane in the center
 +2.1383	031.9124	 15	*	E3	 6	  7.7	 11.7	 13.3	U1624 	      	      	      	6	 2.63	 2.86	 1.89	-1.87	Sa  	U1624             	Sa  	Weak radio
 +2.1383	031.9124	 15	*	E3	 6	  7.7	 11.7	 13.3	U1624 	      	      	      	6	 2.63	 2.86	 1.89	-1.87	E0  	U1617             	Sbc 	Disturbed morpho (I)
 +2.1383	031.9124	 15	*	E3	 6	  7.7	 11.7	 13.3	U1624 	      	      	      	6	 2.63	 2.86	 1.89	-1.87	E0  	U1617             	E2  	n.c.i.-weak radio (I)
 +2.1383	031.9124	 15	*	E3	 6	  7.7	 11.7	 13.3	U1624 	      	      	      	6	 2.63	 2.86	 1.89	-1.87	E0  	U1617             	E0  	Strong dust lane in the center
 +2.1383	031.9124	 15	*	E3	 6	  7.7	 11.7	 13.3	U1624 	      	      	      	6	 2.63	 2.86	 1.89	-1.87	E0  	U1617             	Sa  	Weak radio
 +2.1383	031.9124	 15	*	E3	 6	  7.7	 11.7	 13.3	U1624 	      	      	      	6	 2.63	 2.86	 1.89	-1.87	E0  	U1620             	Sbc 	Disturbed morpho (I)
 +2.1383	031.9124	 15	*	E3	 6	  7.7	 11.7	 13.3	U1624 	      	      	      	6	 2.63	 2.86	 1.89	-1.87	E0  	U1620             	E2  	n.c.i.-weak radio (I)
 +2.1383	031.9124	 15	*	E3	 6	  7.7	 11.7	 13.3	U1624 	      	      	      	6	 2.63	 2.86	 1.89	-1.87	E0  	U1620             	E0  	Strong dust lane in the center
 +2.1383	031.9124	 15	*	E3	 6	  7.7	 11.7	 13.3	U1624 	      	      	      	6	 2.63	 2.86	 1.89	-1.87	E0  	U1620             	Sa  	Weak radio
 +2.1383	031.9124	 15	*	E3	 6	  7.7	 11.7	 13.3	U1624 	      	      	      	6	 2.63	 2.86	 1.89	-1.87	E2  	U1618a            	Sbc 	Disturbed morpho (I)
 +2.1383	031.9124	 15	*	E3	 6	  7.7	 11.7	 13.3	U1624 	      	      	      	6	 2.63	 2.86	 1.89	-1.87	E2  	U1618a            	E2  	n.c.i.-weak radio (I)
 +2.1383	031.9124	 15	*	E3	 6	  7.7	 11.7	 13.3	U1624 	      	      	      	6	 2.63	 2.86	 1.89	-1.87	E2  	U1618a            	E0  	Strong dust lane in the center
 +2.1383	031.9124	 15	*	E3	 6	  7.7	 11.7	 13.3	U1624 	      	      	      	6	 2.63	 2.86	 1.89	-1.87	E2  	U1618a            	Sa  	Weak radio
 +2.1383	031.9124	 15	*	E3	 6	  7.7	 11.7	 13.3	U1624 	      	      	      	6	 2.63	 2.86	 1.89	-1.87	Sa  	U1617             	Sbc 	Disturbed morpho (I)
 +2.1383	031.9124	 15	*	E3	 6	  7.7	 11.7	 13.3	U1624 	      	      	      	6	 2.63	 2.86	 1.89	-1.87	Sa  	U1617             	E2  	n.c.i.-weak radio (I)
 +2.1383	031.9124	 15	*	E3	 6	  7.7	 11.7	 13.3	U1624 	      	      	      	6	 2.63	 2.86	 1.89	-1.87	Sa  	U1617             	E0  	Strong dust lane in the center
 +2.1383	031.9124	 15	*	E3	 6	  7.7	 11.7	 13.3	U1624 	      	      	      	6	 2.63	 2.86	 1.89	-1.87	Sa  	U1617             	Sa  	Weak radio
 +2.1383	031.9124	 15	*	E3	 6	  7.7	 11.7	 13.3	U1624 	      	      	      	6	 2.63	 2.86	 1.89	-1.87	Sbc 	U1618b            	Sbc 	Disturbed morpho (I)
 +2.1383	031.9124	 15	*	E3	 6	  7.7	 11.7	 13.3	U1624 	      	      	      	6	 2.63	 2.86	 1.89	-1.87	Sbc 	U1618b            	E2  	n.c.i.-weak radio (I)
 +2.1383	031.9124	 15	*	E3	 6	  7.7	 11.7	 13.3	U1624 	      	      	      	6	 2.63	 2.86	 1.89	-1.87	Sbc 	U1618b            	E0  	Strong dust lane in the center
 +2.1383	031.9124	 15	*	E3	 6	  7.7	 11.7	 13.3	U1624 	      	      	      	6	 2.63	 2.86	 1.89	-1.87	Sbc 	U1618b            	Sa  	Weak radio
-10.1630	032.3888	 16	*	S3	 4	  6.4	 10.2	 11.4	ARP318	N835  	      	      	4	 2.09	 2.31	 1.65	-1.56	SBab	N835 Mk1021       	Im  	Sinusoidal r.c.-radio-IR (M)
-10.1630	032.3888	 16	*	S3	 4	  6.4	 10.2	 11.4	ARP318	N835  	      	      	4	 2.09	 2.31	 1.65	-1.56	SBab	N835 Mk1021       	Im  	Sinusoidal r.c.-radio-IR (M)
-10.1630	032.3888	 16	*	S3	 4	  6.4	 10.2	 11.4	ARP318	N835  	      	      	4	 2.09	 2.31	 1.65	-1.56	SBab	N835 Mk1021       	Sab 	Tidal tails-peculiar r.c. (I)
-10.1630	032.3888	 16	*	S3	 4	  6.4	 10.2	 11.4	ARP318	N835  	      	      	4	 2.09	 2.31	 1.65	-1.56	SBab	N835 Mk1021       	SBab	Disturbed morpho-lopsided r.c.-radio-IR (I)
-10.1630	032.3888	 16	*	S3	 4	  6.4	 10.2	 11.4	ARP318	N835  	      	      	4	 2.09	 2.31	 1.65	-1.56	Sab 	N833              	Im  	Sinusoidal r.c.-radio-IR (M)
-10.1630	032.3888	 16	*	S3	 4	  6.4	 10.2	 11.4	ARP318	N835  	      	      	4	 2.09	 2.31	 1.65	-1.56	Sab 	N833              	Im  	Sinusoidal r.c.-radio-IR (M)
-10.1630	032.3888	 16	*	S3	 4	  6.4	 10.2	 11.4	ARP318	N835  	      	      	4	 2.09	 2.31	 1.65	-1.56	Sab 	N833              	Sab 	Tidal tails-peculiar r.c. (I)
-10.1630	032.3888	 16	*	S3	 4	  6.4	 10.2	 11.4	ARP318	N835  	      	      	4	 2.09	 2.31	 1.65	-1.56	Sab 	N833              	SBab	Disturbed morpho-lopsided r.c.-radio-IR (I)
-10.1630	032.3888	 16	*	S3	 4	  6.4	 10.2	 11.4	ARP318	N835  	      	      	4	 2.09	 2.31	 1.65	-1.56	Im  	N838 Mk1022       	Im  	Sinusoidal r.c.-radio-IR (M)
-10.1630	032.3888	 16	*	S3	 4	  6.4	 10.2	 11.4	ARP318	N835  	      	      	4	 2.09	 2.31	 1.65	-1.56	Im  	N838 Mk1022       	Im  	Sinusoidal r.c.-radio-IR (M)
-10.1630	032.3888	 16	*	S3	 4	  6.4	 10.2	 11.4	ARP318	N835  	      	      	4	 2.09	 2.31	 1.65	-1.56	Im  	N838 Mk1022       	Sab 	Tidal tails-peculiar r.c. (I)
-10.1630	032.3888	 16	*	S3	 4	  6.4	 10.2	 11.4	ARP318	N835  	      	      	4	 2.09	 2.31	 1.65	-1.56	Im  	N838 Mk1022       	SBab	Disturbed morpho-lopsided r.c.-radio-IR (I)
-10.1630	032.3888	 16	*	S3	 4	  6.4	 10.2	 11.4	ARP318	N835  	      	      	4	 2.09	 2.31	 1.65	-1.56	Im  	N839              	Im  	Sinusoidal r.c.-radio-IR (M)
-10.1630	032.3888	 16	*	S3	 4	  6.4	 10.2	 11.4	ARP318	N835  	      	      	4	 2.09	 2.31	 1.65	-1.56	Im  	N839              	Im  	Sinusoidal r.c.-radio-IR (M)
-10.1630	032.3888	 16	*	S3	 4	  6.4	 10.2	 11.4	ARP318	N835  	      	      	4	 2.09	 2.31	 1.65	-1.56	Im  	N839              	Sab 	Tidal tails-peculiar r.c. (I)
-10.1630	032.3888	 16	*	S3	 4	  6.4	 10.2	 11.4	ARP318	N835  	      	      	4	 2.09	 2.31	 1.65	-1.56	Im  	N839              	SBab	Disturbed morpho-lopsided r.c.-radio-IR (I)
-17.6194	041.3239	 21	*	S3	 5	 10.8	 10.1	 11.0	N1099 	      	      	      	3	 2.05	 2.27	 2.13	-1.03	Sc  	                  	Sc  	IR
-17.6194	041.3239	 21	*	S3	 5	 10.8	 10.1	 11.0	N1099 	      	      	      	3	 2.05	 2.27	 2.13	-1.03	Sab 	                  	Sc  	IR
-17.6194	041.3239	 21	*	S3	 5	 10.8	 10.1	 11.0	N1099 	      	      	      	3	 2.05	 2.27	 2.13	-1.03	E1  	                  	Sc  	IR
-17.6194	041.3239	 21	*	S3	 5	 10.8	 10.1	 11.0	N1099 	      	      	      	3	 2.05	 2.27	 2.13	-1.03	E2  	                  	Sc  	IR
-17.6194	041.3239	 21	*	S3	 5	 10.8	 10.1	 11.0	N1099 	      	      	      	3	 2.05	 2.27	 2.13	-1.03	SB0a	                  	Sc  	IR
-15.6757	045.8803	 22	*	E1	 5	  5.0	 10.5	 11.1	N1199 	      	      	      	3	 1.64	 1.25	 1.43	-0.72	E2  	N1199             	E2  	Dust lane
-15.6757	045.8803	 22	*	E1	 5	  5.0	 10.5	 11.1	N1199 	      	      	      	3	 1.64	 1.25	 1.43	-0.72	Sa  	                  	E2  	Dust lane
-15.6757	045.8803	 22	*	E1	 5	  5.0	 10.5	 11.1	N1199 	      	      	      	3	 1.64	 1.25	 1.43	-0.72	SBcd	                  	E2  	Dust lane
-15.6757	045.8803	 22	*	E1	 5	  5.0	 10.5	 11.1	N1199 	      	      	      	3	 1.64	 1.25	 1.43	-0.72	E3  	                  	E2  	Dust lane
-15.6757	045.8803	 22	*	E1	 5	  5.0	 10.5	 11.1	N1199 	      	      	      	3	 1.64	 1.25	 1.43	-0.72	E5  	                  	E2  	Dust lane
 -9.5855	046.7770	 23	*	S3	 5	  7.1	 11.2	 12.1	N1214 	      	      	      	4	 2.23	 2.44	 1.82	-1.52	Sab 	N1214             	Sd  	Peculiar morpho-IR (I)
 -9.5855	046.7770	 23	*	S3	 5	  7.1	 11.2	 12.1	N1214 	      	      	      	4	 2.23	 2.44	 1.82	-1.52	Sab 	N1214             	S0  	Spindle counterrotating gas-[N II], H_alpha emission (I)
 -9.5855	046.7770	 23	*	S3	 5	  7.1	 11.2	 12.1	N1214 	      	      	      	4	 2.23	 2.44	 1.82	-1.52	Sab 	N1214             	SBc 	Luminous cusps at end or bar-radio IR (I)
 -9.5855	046.7770	 23	*	S3	 5	  7.1	 11.2	 12.1	N1214 	      	      	      	4	 2.23	 2.44	 1.82	-1.52	Sab 	N1214             	Sab 	Weak nuclear and disk emission
 -9.5855	046.7770	 23	*	S3	 5	  7.1	 11.2	 12.1	N1214 	      	      	      	4	 2.23	 2.44	 1.82	-1.52	SBc 	N1215             	Sd  	Peculiar morpho-IR (I)
 -9.5855	046.7770	 23	*	S3	 5	  7.1	 11.2	 12.1	N1214 	      	      	      	4	 2.23	 2.44	 1.82	-1.52	SBc 	N1215             	S0  	Spindle counterrotating gas-[N II], H_alpha emission (I)
 -9.5855	046.7770	 23	*	S3	 5	  7.1	 11.2	 12.1	N1214 	      	      	      	4	 2.23	 2.44	 1.82	-1.52	SBc 	N1215             	SBc 	Luminous cusps at end or bar-radio IR (I)
 -9.5855	046.7770	 23	*	S3	 5	  7.1	 11.2	 12.1	N1214 	      	      	      	4	 2.23	 2.44	 1.82	-1.52	SBc 	N1215             	Sab 	Weak nuclear and disk emission
 -9.5855	046.7770	 23	*	S3	 5	  7.1	 11.2	 12.1	N1214 	      	      	      	4	 2.23	 2.44	 1.82	-1.52	S0  	N1216             	Sd  	Peculiar morpho-IR (I)
 -9.5855	046.7770	 23	*	S3	 5	  7.1	 11.2	 12.1	N1214 	      	      	      	4	 2.23	 2.44	 1.82	-1.52	S0  	N1216             	S0  	Spindle counterrotating gas-[N II], H_alpha emission (I)
 -9.5855	046.7770	 23	*	S3	 5	  7.1	 11.2	 12.1	N1214 	      	      	      	4	 2.23	 2.44	 1.82	-1.52	S0  	N1216             	SBc 	Luminous cusps at end or bar-radio IR (I)
 -9.5855	046.7770	 23	*	S3	 5	  7.1	 11.2	 12.1	N1214 	      	      	      	4	 2.23	 2.44	 1.82	-1.52	S0  	N1216             	Sab 	Weak nuclear and disk emission
 -9.5855	046.7770	 23	*	S3	 5	  7.1	 11.2	 12.1	N1214 	      	      	      	4	 2.23	 2.44	 1.82	-1.52	Sd  	                  	Sd  	Peculiar morpho-IR (I)
 -9.5855	046.7770	 23	*	S3	 5	  7.1	 11.2	 12.1	N1214 	      	      	      	4	 2.23	 2.44	 1.82	-1.52	Sd  	                  	S0  	Spindle counterrotating gas-[N II], H_alpha emission (I)
 -9.5855	046.7770	 23	*	S3	 5	  7.1	 11.2	 12.1	N1214 	      	      	      	4	 2.23	 2.44	 1.82	-1.52	Sd  	                  	SBc 	Luminous cusps at end or bar-radio IR (I)
 -9.5855	046.7770	 23	*	S3	 5	  7.1	 11.2	 12.1	N1214 	      	      	      	4	 2.23	 2.44	 1.82	-1.52	Sd  	                  	Sab 	Weak nuclear and disk emission
 -9.5855	046.7770	 23	*	S3	 5	  7.1	 11.2	 12.1	N1214 	      	      	      	4	 2.23	 2.44	 1.82	-1.52	Sm  	                  	Sd  	Peculiar morpho-IR (I)
 -9.5855	046.7770	 23	*	S3	 5	  7.1	 11.2	 12.1	N1214 	      	      	      	4	 2.23	 2.44	 1.82	-1.52	Sm  	                  	S0  	Spindle counterrotating gas-[N II], H_alpha emission (I)
 -9.5855	046.7770	 23	*	S3	 5	  7.1	 11.2	 12.1	N1214 	      	      	      	4	 2.23	 2.44	 1.82	-1.52	Sm  	                  	SBc 	Luminous cusps at end or bar-radio IR (I)
 -9.5855	046.7770	 23	*	S3	 5	  7.1	 11.2	 12.1	N1214 	      	      	      	4	 2.23	 2.44	 1.82	-1.52	Sm  	                  	Sab 	Weak nuclear and disk emission
-10.8646	050.0786	 24	*	E2	 4	  2.4	 12.7	 13.6	      	      	      	      	5	 2.30	 2.51	 1.47	-1.93	S0  	                  	SBa 	Peculiar morpho (I)
-10.8646	050.0786	 24	*	E2	 4	  2.4	 12.7	 13.6	      	      	      	      	5	 2.30	 2.51	 1.47	-1.93	SBa 	                  	SBa 	Peculiar morpho (I)
-10.8646	050.0786	 24	*	E2	 4	  2.4	 12.7	 13.6	      	      	      	      	5	 2.30	 2.51	 1.47	-1.93	SB0 	                  	SBa 	Peculiar morpho (I)
-10.8646	050.0786	 24	*	E2	 4	  2.4	 12.7	 13.6	      	      	      	      	5	 2.30	 2.51	 1.47	-1.93	S0a 	                  	SBa 	Peculiar morpho (I)
-10.8646	050.0786	 24	*	E2	 4	  2.4	 12.7	 13.6	      	      	      	      	5	 2.30	 2.51	 1.47	-1.93	E0  	                  	SBa 	Peculiar morpho (I)
 -1.0519	050.1822	 25	*	S3	 7	  6.4	 11.8	 12.9	      	      	      	      	4	 1.79	 2.13	 1.68	-1.16	SBc 	U2690             	S0  	Extension toward 25b (I)
 -1.0519	050.1822	 25	*	S3	 7	  6.4	 11.8	 12.9	      	      	      	      	4	 1.79	 2.13	 1.68	-1.16	SBc 	U2690             	S0  	Peculiar morpho may have warped disk (I)
 -1.0519	050.1822	 25	*	S3	 7	  6.4	 11.8	 12.9	      	      	      	      	4	 1.79	 2.13	 1.68	-1.16	SBc 	U2690             	SBa 	Extension to the south towards 25f (I)
 -1.0519	050.1822	 25	*	S3	 7	  6.4	 11.8	 12.9	      	      	      	      	4	 1.79	 2.13	 1.68	-1.16	SBc 	U2690             	SBc 	Weak radio IR
 -1.0519	050.1822	 25	*	S3	 7	  6.4	 11.8	 12.9	      	      	      	      	4	 1.79	 2.13	 1.68	-1.16	SBa 	U2691a            	S0  	Extension toward 25b (I)
 -1.0519	050.1822	 25	*	S3	 7	  6.4	 11.8	 12.9	      	      	      	      	4	 1.79	 2.13	 1.68	-1.16	SBa 	U2691a            	S0  	Peculiar morpho may have warped disk (I)
 -1.0519	050.1822	 25	*	S3	 7	  6.4	 11.8	 12.9	      	      	      	      	4	 1.79	 2.13	 1.68	-1.16	SBa 	U2691a            	SBa 	Extension to the south towards 25f (I)
 -1.0519	050.1822	 25	*	S3	 7	  6.4	 11.8	 12.9	      	      	      	      	4	 1.79	 2.13	 1.68	-1.16	SBa 	U2691a            	SBc 	Weak radio IR
 -1.0519	050.1822	 25	*	S3	 7	  6.4	 11.8	 12.9	      	      	      	      	4	 1.79	 2.13	 1.68	-1.16	Sb  	                  	S0  	Extension toward 25b (I)
 -1.0519	050.1822	 25	*	S3	 7	  6.4	 11.8	 12.9	      	      	      	      	4	 1.79	 2.13	 1.68	-1.16	Sb  	                  	S0  	Peculiar morpho may have warped disk (I)
 -1.0519	050.1822	 25	*	S3	 7	  6.4	 11.8	 12.9	      	      	      	      	4	 1.79	 2.13	 1.68	-1.16	Sb  	                  	SBa 	Extension to the south towards 25f (I)
 -1.0519	050.1822	 25	*	S3	 7	  6.4	 11.8	 12.9	      	      	      	      	4	 1.79	 2.13	 1.68	-1.16	Sb  	                  	SBc 	Weak radio IR
 -1.0519	050.1822	 25	*	S3	 7	  6.4	 11.8	 12.9	      	      	      	      	4	 1.79	 2.13	 1.68	-1.16	S0  	                  	S0  	Extension toward 25b (I)
 -1.0519	050.1822	 25	*	S3	 7	  6.4	 11.8	 12.9	      	      	      	      	4	 1.79	 2.13	 1.68	-1.16	S0  	                  	S0  	Peculiar morpho may have warped disk (I)
 -1.0519	050.1822	 25	*	S3	 7	  6.4	 11.8	 12.9	      	      	      	      	4	 1.79	 2.13	 1.68	-1.16	S0  	                  	SBa 	Extension to the south towards 25f (I)
 -1.0519	050.1822	 25	*	S3	 7	  6.4	 11.8	 12.9	      	      	      	      	4	 1.79	 2.13	 1.68	-1.16	S0  	                  	SBc 	Weak radio IR
 -1.0519	050.1822	 25	*	S3	 7	  6.4	 11.8	 12.9	      	      	      	      	4	 1.79	 2.13	 1.68	-1.16	Sdm 	                  	S0  	Extension toward 25b (I)
 -1.0519	050.1822	 25	*	S3	 7	  6.4	 11.8	 12.9	      	      	      	      	4	 1.79	 2.13	 1.68	-1.16	Sdm 	                  	S0  	Peculiar morpho may have warped disk (I)
 -1.0519	050.1822	 25	*	S3	 7	  6.4	 11.8	 12.9	      	      	      	      	4	 1.79	 2.13	 1.68	-1.16	Sdm 	                  	SBa 	Extension to the south towards 25f (I)
 -1.0519	050.1822	 25	*	S3	 7	  6.4	 11.8	 12.9	      	      	      	      	4	 1.79	 2.13	 1.68	-1.16	Sdm 	                  	SBc 	Weak radio IR
 -1.0519	050.1822	 25	*	S3	 7	  6.4	 11.8	 12.9	      	      	      	      	4	 1.79	 2.13	 1.68	-1.16	S0  	U2691b            	S0  	Extension toward 25b (I)
 -1.0519	050.1822	 25	*	S3	 7	  6.4	 11.8	 12.9	      	      	      	      	4	 1.79	 2.13	 1.68	-1.16	S0  	U2691b            	S0  	Peculiar morpho may have warped disk (I)
 -1.0519	050.1822	 25	*	S3	 7	  6.4	 11.8	 12.9	      	      	      	      	4	 1.79	 2.13	 1.68	-1.16	S0  	U2691b            	SBa 	Extension to the south towards 25f (I)
 -1.0519	050.1822	 25	*	S3	 7	  6.4	 11.8	 12.9	      	      	      	      	4	 1.79	 2.13	 1.68	-1.16	S0  	U2691b            	SBc 	Weak radio IR
 -1.0519	050.1822	 25	*	S3	 7	  6.4	 11.8	 12.9	      	      	      	      	4	 1.79	 2.13	 1.68	-1.16	S0  	                  	S0  	Extension toward 25b (I)
 -1.0519	050.1822	 25	*	S3	 7	  6.4	 11.8	 12.9	      	      	      	      	4	 1.79	 2.13	 1.68	-1.16	S0  	                  	S0  	Peculiar morpho may have warped disk (I)
 -1.0519	050.1822	 25	*	S3	 7	  6.4	 11.8	 12.9	      	      	      	      	4	 1.79	 2.13	 1.68	-1.16	S0  	                  	SBa 	Extension to the south towards 25f (I)
 -1.0519	050.1822	 25	*	S3	 7	  6.4	 11.8	 12.9	      	      	      	      	4	 1.79	 2.13	 1.68	-1.16	S0  	                  	SBc 	Weak radio IR
-13.6459	050.4758	 26	*	S2	 4	  1.9	 12.7	 13.3	      	      	      	      	7	 2.30	 2.52	 1.50	-1.92	Scd 	                  	Im  	Disturbed morpho (I)
-13.6459	050.4758	 26	*	S2	 4	  1.9	 12.7	 13.3	      	      	      	      	7	 2.30	 2.52	 1.50	-1.92	Scd 	                  	cI  	Extension to the south-possibly IR (I)
