#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2014-07-24T13:47:02 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ53d0be517ba2	
#INFO	-out.max=unlimited	
#INFO	queryParameters=19	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-order=I
#-nav=cat:VII/220A&tab:{VII/220A/barnard}&tab:{VII/220A/notes}&key:source=VII/220A/barnard&key:source=VII/220A/notes&HTTPPRM:&&-ref=VIZ53d0be517ba2&-out.max=100&-out.form=ascii - 999'filled&-out.add=_r&-out.add=_RAJ,_DEJ&-order=I&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-out.src=VII/220A/barnard,VII/220A/notes&-out=Barn&-joincol={VII/220A/barnard}.{Barn}&-out=Diam&-out=_RA.icrs&-out=_DE.icrs&-out=Text&-meta=1u&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source= VII/220A/barnard VII/220A/notes
#-order=I
#-out.src=VII/220A/barnard,VII/220A/notes
#-out=Barn
#-joincol={VII/220A/barnard}.{Barn}
#-out=Diam
#-out=_RA.icrs
#-out=_DE.icrs
#-out=Text
#

#RESOURCE=join
#Name: #Join
#Title:  Join tables VII/220A/barnard,VII/220A/notes
#
#Coosys	B1875:	eq_FK4 B1875
#Table	VII_220A_barnard_VII_220A_notes:
#Name: VII/220A/barnard,VII/220A/notes
#Title:
#Column	_RAJ2000{1}	(F6.2)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000{1}	(F6.2)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Barn{1}	(A4)	[ 0-9a]! Barnard number	[ucd=meta.id;meta.main]
#Column	Diam{1}	(F5.1)	? Diameter of the nebula	[ucd=phys.angSize]
#Column	_RA.icrs{1}	(A8)	Right ascension (ICRS) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DE.icrs{1}	(A6)	Declination (ICRS) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Text{2}	(a74)	Text of note	[ucd=meta.note]
_DEJ2000	_RAJ2000	Barn	Diam	_RA.icrs	_DE.icrs	Text
-32.4997	271.0444	 87 	     	18 04 10.7	-32 29 59	stars in it CD -32 13666 (magnitude 9.6) on NW edge. CD -32 13687 (9.6) on
-32.4997	271.0444	 87 	     	18 04 10.7	-32 29 59	SE edge.
-24.1144	271.1459	 88 	  2.0	18 04 35.0	-24 06 52	Extended N and S; 2.7'x0.5'; in M8. There are other well-known markings in
-24.1144	271.1459	 88 	  2.0	18 04 35.0	-24 06 52	this nebula. This one and B 89 are given as illustrations of dark markings
-24.1144	271.1459	 88 	  2.0	18 04 35.0	-24 06 52	in the sky shown in relief against a nebulous or other luminous
-24.1144	271.1459	 88 	  2.0	18 04 35.0	-24 06 52	background. In this case there may be non-luminous opaque parts of the
-24.1144	271.1459	 88 	  2.0	18 04 35.0	-24 06 52	nebula itself.
-24.3631	271.2495	 89 	  0.5	18 04 59.9	-24 21 47	Very small, diam. 0.5'; in M8
-28.2809	272.5588	 90 	  3.0	18 10 14.1	-28 16 51	Irregular; elongated; 3' N and S
-23.6975	272.5315	 91 	  5.0	18 10 07.6	-23 41 51	Diam. 5'; edge of diffused nebulosity
-18.2305	273.8968	 92 	 12.0	18 15 35.2	-18 13 50	Black spot; 15' N and S, 9' E and W
-18.0598	274.2236	 93 	  2.0	18 16 53.7	-18 03 35	Cometary; a sharply defined black head 2' in diam., with a diffused tail
-18.0598	274.2236	 93 	  2.0	18 16 53.7	-18 03 35	15' long running S; 20' NE of B 92
-10.6653	276.4735	 94 	 15.0	18 25 53.6	-10 39 55	Roundish; diam. 15'; indefinite
-11.7496	276.3996	 95 	 30.0	18 25 35.9	-11 44 59	Large; indefinite; diam. 30'; elongated
-10.2971	276.6022	 96 	     	18 26 24.5	-10 17 49	Small; indefinite; elongated E and W
 -9.9223	277.2724	 97 	 60.0	18 29 05.4	-09 55 20	Irregular; not ver definite; diam. 1 degree
-26.0610	278.3184	 98 	  3.0	18 33 16.4	-26 03 39	Very small; black; sharply defined; diam . 3'
-21.4772	278.3232	 99 	  7.0	18 33 17.6	-21 28 38	Definite; 11' long E. and W., 3' wide; E end is the larger, with a faint
-21.4772	278.3232	 99 	  7.0	18 33 17.6	-21 28 38	star in it
 -9.1447	278.1710	100 	 16.0	18 32 41.0	-09 08 41	Definite; irregular; curved; 16' long NW and SE
 -8.8114	278.1668	101 	  8.0	18 32 40.0	-08 48 41	Definite; irregular; 13' long NE and SW; 4' wide; separated from B100 by a
 -8.8114	278.1668	101 	  8.0	18 32 40.0	-08 48 41	scattering of small stars
-13.7466	279.4242	102 	  5.0	18 37 41.8	-13 44 48	Rather definite; elongated NE and SW, 8' x 3'
 -6.6742	279.8570	103 	  4.0	18 39 25.7	-06 40 27	Irregular; diam. 4'; one small star in it
 -4.5338	281.8309	104 	 16.0	18 47 19.4	-04 32 02	Small, definite, caret-shaped object
 -6.9161	281.9346	105 	  0.5	18 47 44.3	-06 54 58	Very small; diam. .5'; close NE of BD -7 4710 (magnitude 8.9)
 -5.0793	282.2082	106 	  2.0	18 48 50.0	-05 04 46	Diam. 2'; extended N and S; free of stars
 -5.0106	282.3782	107 	  5.0	18 49 30.8	-05 00 38	Irregular; diam. 5'; free of stars
 -6.3106	282.3939	108 	  3.0	18 49 34.5	-06 18 38	Very small; diam. 3'; not black; two narrow diverging lanes extending to
 -6.3106	282.3939	108 	  3.0	18 49 34.5	-06 18 38	the N; some small stars in it
 -7.5606	282.4006	109 	  0.7	18 49 36.2	-07 33 38	Irregular; diam. .7'; close E of BD -07 4726 (magnitude 8.0)
 -4.7921	282.5339	110 	 11.0	18 50 08.1	-04 47 32	Irregular; diam. 11';
 -4.9573	282.6609	111 	120.0	18 50 38.6	-04 57 26	Region 2 degrees in diam., full of dark structures
 -6.6726	282.7856	112 	 18.0	18 51 08.6	-06 40 21	Diffused dark region; diam. 18' plus or minus; perhaps due to want of
 -6.6726	282.7856	112 	 18.0	18 51 08.6	-06 40 21	stars
 -4.3216	282.8532	113 	 16.0	18 51 24.8	-04 19 18	Irregular; diam. 16'; small star in W part
 -6.9499	283.2972	114 	  6.0	18 53 11.3	-06 56 59	Diam. 6'; BD -7 4754 (magnitude 9.2) near middle; BD -7 4755 (magnitude
 -6.9499	283.2972	114 	  6.0	18 53 11.3	-06 56 59	9.1) on S edge
 -6.6661	283.3313	115 	  6.0	18 53 19.5	-06 39 58	Very small and black. Very narrow, running N and S for 7'; width 1.4'. It
 -6.6661	283.3313	115 	  6.0	18 53 19.5	-06 39 58	is in a small vacant region.
 -7.1821	283.3875	116 	     	18 53 33.0	-07 10 56	Narrow, semi-vacant region extending 20' S from BD -7 4755 (magnitude 9.1)
 -7.4150	283.4319	117 	  1.0	18 53 43.7	-07 24 54	Round; very black; diam. 1'; sharply defined
 -4.8482	283.4261	117a	  7.0	18 53 42.3	-04 50 53	Black; irregular; diam. 7'
 -7.4477	283.4823	118 	  2.0	18 53 55.8	-07 26 52	Definite; diam. 2'; more definite and blacker than B 117
 -4.5455	283.6516	119 	     	18 54 36.4	-04 32 44	Very small; close NW of BD -4 4623 (magnitude 9.2)
 -5.1787	283.6634	119a	 30.0	18 54 39.2	-05 10 43	Irregular dark region; diam. .5 degree; liberally sprinkled with stars in
 -5.1787	283.6634	119a	 30.0	18 54 39.2	-05 10 43	its NW half; several dark lanes in SE part
 -4.5946	283.7231	120 	     	18 54 53.5	-04 35 41	Very small; close SE of BD -4 4623 (magnitude 9.2); E side bounded by a
 -4.5946	283.7231	120 	     	18 54 53.5	-04 35 41	curve of very small stars
 -4.6097	283.8565	121 	     	18 55 25.6	-04 36 35	Small dusky spot; magnitude 12 star in center
 -4.7556	284.2041	122 	  4.0	18 56 49.0	-04 45 20	Small; diam. 4'; narrow extension 4' N
 -4.7198	284.4161	123 	  1.5	18 57 39.9	-04 43 11	Roundish; diam. 1.5'; a narrow spur 4'-5' long from its NE edge; a narrow
 -4.7198	284.4161	123 	  1.5	18 57 39.9	-04 43 11	lane 18' long and 1.5' wide from its W side to the NW
 -4.3530	284.4242	124 	  3.0	18 57 41.8	-04 21 11	Small, dark spot; diam. 3'
 -4.3844	284.5913	125 	  9.0	18 58 21.9	-04 23 04	Dark; lune shaped; 9' E and W; fairly well-defined on N border; some faint
 -4.3844	284.5913	125 	  9.0	18 58 21.9	-04 23 04	stars in it
 -4.5324	284.7596	126 	  8.0	18 59 02.3	-04 31 57	Dusky; round; rather definite; diam. 8'
 -5.4418	285.3828	127 	  4.5	19 01 31.9	-05 26 30	Irregular; diam. 4.5'
 -4.5746	285.4184	128 	 10.0	19 01 40.4	-04 34 29	Irregular; dusky; fairly well defined; diam. 10'
 -5.3068	285.5187	129 	  5.0	19 02 04.5	-05 18 25	Very black; sharply defined; diam. 5'; a small star at the W end
 -5.5739	285.4844	130 	  7.0	19 01 56.2	-05 34 26	dusky; not well defined; length 7'
 -4.3729	285.5660	131 	  3.0	19 02 15.8	-04 22 22	Black spot, about 2'x4'
 -4.4331	286.1166	132 	 16.0	19 04 28.0	-04 25 59	Dark; fairly well-defined. Tadpole-shaped, 16' long E and W. Diameter of
 -4.4331	286.1166	132 	 16.0	19 04 28.0	-04 25 59	the larger (E) part 8', with BD -4 4680 (magnitude 9.0) in center.
 -6.8948	286.5539	133 	     	19 06 12.9	-06 53 41	Cometary; close W of BD -7 4852 (magnitude 9.2)
 -6.2428	286.7211	134 	  6.0	19 06 53.1	-06 14 34	Round; diam. 6'; dark, but not sharply defined; a small star on S edge; a
 -6.2428	286.7211	134 	  6.0	19 06 53.1	-06 14 34	similar one on N edge
 -3.9241	286.8854	135 	 13.0	19 07 32.5	-03 55 27	Dusky spot; diam. 13'; BD -4 4698 (magnitude 9.2) on N border; BD -4 4702
 -3.9241	286.8854	135 	 13.0	19 07 32.5	-03 55 27	(magnitude 9.2) on SE edge
 -4.0037	287.2072	136 	  8.0	19 08 49.7	-04 00 13	Dusky spot; diam. 8'; 10 mag. star near middle
 -1.3327	289.0009	137 	     	19 16 00.2	-01 19 58	Projection near S end of B 138
 +0.2186	289.0997	138 	180.0	19 16 23.9	+00 13 07	Great curved, semi-vacant lane over 3 degrees in length
 -1.4102	289.5018	139 	     	19 18 00.4	-01 24 37	Narrow black spot; 10 mag star on SE edge
 +5.2287	289.9546	140 	 60.0	19 19 49.1	+05 13 43	Semi-vacant region; diam. 1 degree
 +1.8963	290.0472	141 	 20.0	19 20 11.3	+01 53 47	Semi-vacant region; N of the N end of B 138; diam. 20'
+10.5185	294.9222	142 	 40.0	19 39 41.3	+10 31 06	Large; irregular; about 40' E and W; BD +10 4016 in E part
+11.0066	295.3545	143 	 30.0	19 41 25.1	+11 00 24	Rather narrow, angular marking; the outline of a square 30' in diameter,
+11.0066	295.3545	143 	 30.0	19 41 25.1	+11 00 24	with the W side missing
+35.3384	299.6723	144 	270.0	19 58 41.4	+35 20 18	Large, semi-vacant region, 6 x 3 degrees, NE and SW; rather definite at NE
+35.3384	299.6723	144 	270.0	19 58 41.4	+35 20 18	end; diffused to the SE
+37.6828	300.7055	145 	 45.0	20 02 49.3	+37 40 58	Sharply defined; 3/4 degree long E and W
+36.0177	300.8709	146 	     	20 03 29.0	+36 01 04	Very small; like a dark border to the SW side of the star BD +35 3930
+36.0177	300.8709	146 	     	20 03 29.0	+36 01 04	(magnitude 7.0)
+35.3764	301.7098	147 	 11.0	20 06 50.3	+35 22 35	Very narrow sinuous dark lane 11' long E and W; BD +34 3871 (magnitude
+35.3764	301.7098	147 	 11.0	20 06 50.3	+35 22 35	8.3) at W end
+59.6285	311.9288	148 	  3.0	20 47 42.9	+59 37 43	Very small; round; indefinite; diam. 3'
+59.5315	312.2575	149 	  2.0	20 49 01.8	+59 31 53	Very small; round; indefinite; diam. 2'. This spot and B 148 each in a
+59.5315	312.2575	149 	  2.0	20 49 01.8	+59 31 53	larger dusky space
+60.3019	312.6653	150 	 60.0	20 50 39.7	+60 18 07	Curved dark marking; 1 degree long
+56.3225	317.0568	151 	 60.0	21 08 13.6	+56 19 21	Very small; very dark; diam. 1 degree; about 14' N of BD +55 2529
+56.3225	317.0568	151 	 60.0	21 08 13.6	+56 19 21	(magnitude 7.5); apparently a real object in a slightly larger vacancy
+61.7360	318.6231	152 	  9.0	21 14 29.5	+61 44 09	Small; 15'x3' SE and NW
+56.4483	320.2635	153 	 60.0	21 21 03.3	+56 26 54	Black; irregular; diam. 1 degree; 5' S of BD +55 2565 (magnitude 7.4)
+56.6156	320.3438	154 	  8.0	21 21 22.5	+56 36 56	Narrow; 8' long NE and SW; BD +55 2565 (magnitude 7.4) at the S end
+44.9685	323.0353	155 	 13.0	21 32 08.5	+44 58 07	Round; diam. 13'; indefinite; four small stars in a line crossing it E and
+44.9685	323.0353	155 	 13.0	21 32 08.5	+44 58 07	W
+45.5886	323.4974	156 	  8.0	21 33 59.4	+45 35 19	Diam. 8'; sharp pointed to N; BD +44 3865 (magnitude 4.1) in center
+54.6719	323.4231	157 	  5.0	21 33 41.5	+54 40 19	Round; diam. 5'; 8' plus or minus W of BD +54 2576 (magnitude 8.3); a
+54.6719	323.4231	157 	  5.0	21 33 41.5	+54 40 19	semicircle of faint stars forms the western border
+43.4110	324.3065	158 	  3.0	21 37 13.6	+43 24 39	Dark spot; diam. 3'; similar to those in the region of B 159. There are
+43.4110	324.3065	158 	  3.0	21 37 13.6	+43 24 39	some others N and W of this
+43.2297	324.5949	159 	 25.0	21 38 22.8	+43 13 47	Irregular partially vacant region; diam. 25'
+56.2298	324.4955	160 	 31.0	21 37 58.9	+56 13 47	Large, dark; irregular; diam. 31' NE and SW
+57.8174	325.0923	161 	  3.0	21 40 22.2	+57 49 03	Small, black spot. This is one of the comet-shaped objects. The head is
+57.8174	325.0923	161 	  3.0	21 40 22.2	+57 49 03	very sharp and black, 3' across. This extends north for some 3', then
+57.8174	325.0923	161 	  3.0	21 40 22.2	+57 49 03	widens out into a less dense tail about 13' long.
+56.3187	325.2884	162 	 13.0	21 41 09.2	+56 19 07	Very thin, curved dark strip, 13' N and S; a curve of small stars on the
+56.3187	325.2884	162 	 13.0	21 41 09.2	+56 19 07	SW end
+56.7038	325.5419	163 	     	21 42 10.0	+56 42 14	Small; very black; pointed to the S; two dark streams running from this to
+56.7038	325.5419	163 	     	21 42 10.0	+56 42 14	the N
+51.0942	326.6328	164 	 20.0	21 46 31.9	+51 05 39	V-shaped vacancy; 20' N and S
+60.2155	327.2338	165 	 18.0	21 48 56.1	+60 12 56	Length E and W 18', width 1'; BD +59 2424 (magnitude 7.8) near the E end
+60.0857	327.7716	166 	  5.0	21 51 05.2	+60 05 09	Round; diam 5'; small star on SW edge
+60.0705	327.9925	167 	  5.0	21 51 58.2	+60 04 14	Small; irregularly round; diam 5'; about 7' N of BD +59 2427 (magnitude
+60.0705	327.9925	167 	  5.0	21 51 58.2	+60 04 14	7.7)
+47.2719	328.3361	168 	 10.0	21 53 20.7	+47 16 19	Small nebula at E end of dark lane. This nebula is 10' in diameter with
+47.2719	328.3361	168 	 10.0	21 53 20.7	+47 16 19	over a dozen stars of different magnitudes in it. There is no central
+47.2719	328.3361	168 	 10.0	21 53 20.7	+47 16 19	condensation, nor does the nebula condense about any of the stars. There
+47.2719	328.3361	168 	 10.0	21 53 20.7	+47 16 19	are some dark markings in it. The dark lane is 1.7 degrees long and 9'
+47.2719	328.3361	168 	 10.0	21 53 20.7	+47 16 19	wide (see Lick Observatory Publications, 11, Plate 81).
+58.7646	329.7203	169 	 60.0	21 58 52.9	+58 45 53	Elliptical black ring; diam. 1 degree. This incloses an "island" of small
+58.7646	329.7203	169 	 60.0	21 58 52.9	+58 45 53	stars. The dark ring is broadest on its east side where its thickness is
+58.7646	329.7203	169 	 60.0	21 58 52.9	+58 45 53	22'. The northern part is very black and straight. BD +58 2371 (magnitude
+58.7646	329.7203	169 	 60.0	21 58 52.9	+58 45 53	8.5) is in the northeast part of the "island" of stars.
+58.9633	329.5122	170 	 15.0	21 58 02.9	+58 57 48	Irregular black strip 26' long NE and SW, 4' wide. This is the northwest
+58.9633	329.5122	170 	 15.0	21 58 02.9	+58 57 48	border of the island of small stars. It is sharply defined and darker than
+58.9633	329.5122	170 	 15.0	21 58 02.9	+58 57 48	the sky.
+58.8683	330.3283	171 	 91.0	22 01 18.8	+58 52 06	Irregular, broken region; diam. 19'; at the E end of the "island" of small
+58.8683	330.3283	171 	 91.0	22 01 18.8	+58 52 06	stars
+59.6775	331.8706	173 	  4.0	22 07 28.9	+59 40 39	Diam. 4'; rather definite; a small star on N edge and one on SW edge
+59.0772	331.8331	174 	 19.0	22 07 19.9	+59 04 38	Narrow; irregular; 19' long NE and SW
+69.9375	333.5037	175 	 60.0	22 14 00.9	+69 56 15	Large; diam. 1 degree; bright nebula in N part. This is a large dark spot,
+69.9375	333.5037	175 	 60.0	22 14 00.9	+69 56 15	extended north and south, 62' in its largest diameter. In its upper part
+69.9375	333.5037	175 	 60.0	22 14 00.9	+69 56 15	is the star BD +69 1231 (magnitude 8.8), which is nebulous. This is
+69.9375	333.5037	175 	 60.0	22 14 00.9	+69 56 15	apparently a large dark nebula, the brighter part of which forms the star
+69.9375	333.5037	175 	 60.0	22 14 00.9	+69 56 15	+69 1231. In Monthly Notices, 69 (1908MNRAS..69..117W), Dr. Max Wolf gives
+69.9375	333.5037	175 	 60.0	22 14 00.9	+69 56 15	a photograph of the nebula, stating that the object was discovered by Dr.
+69.9375	333.5037	175 	 60.0	22 14 00.9	+69 56 15	Kopff at Heidelberg on October 12, 1908. It is conspicuous on a photograph
+69.9375	333.5037	175 	 60.0	22 14 00.9	+69 56 15	of mine made with the Willard lens at the Lick Observatory, September 24,
+69.9375	333.5037	175 	 60.0	22 14 00.9	+69 56 15	1895, with 5h0m exposure. It is also shown on a photograph of mine made
+69.9375	333.5037	175 	 60.0	22 14 00.9	+69 56 15	with the Bruce telescope, July 20, 1904, with an exposure of 3h1m. By
+69.9375	333.5037	175 	 60.0	22 14 00.9	+69 56 15	inadvertence reference to this object was omitted in Lick Observatory
+69.9375	333.5037	175 	 60.0	22 14 00.9	+69 56 15	Publications, 11, where it is cut out by the matting in Plate 83.
+57.0892	033.2503	201 	 10.0	02 13 00.1	+57 05 21	Small; diam. 10'; 45' W of NGC 869
+30.2765	051.4114	202 	 22.0	03 25 38.7	+30 16 35	Elongated NW and SE, 33'x12'
+30.7761	051.4595	203 	     	03 25 50.3	+30 46 34	Elongated E and W; BD +30 539 (magnitude 9.0) in N edge
+30.1865	052.1218	204 	 14.0	03 28 29.2	+30 11 11	Irregular; diam. 14' plus or minus; 15' SW of BD +29 566 (magnitude 6.8)
+31.1031	052.1335	205 	 15.0	03 28 32.0	+31 06 11	Two dark strips, 15' long N and S, with BD +30 547 (magnitude 9.3) between
+31.1031	052.1335	205 	 15.0	03 28 32.0	+31 06 11	them; close SW of BD +30 548 (neb.)
+30.1849	052.2891	206 	  5.0	03 29 09.4	+30 11 06	Diffused; diam. 5' plus or minus
+26.3459	061.1476	207 	     	04 04 35.4	+26 20 45	Small black spot, elongated nearly N and S; 7' N of BD +25 670 (magnitude
+26.3459	061.1476	207 	     	04 04 35.4	+26 20 45	8.3)
+25.1607	062.8872	208 	     	04 11 32.9	+25 09 39	Darker spot in dark lane
+28.3254	063.0969	209 	     	04 12 23.2	+28 19 31	Center of a broad extension from B 7, toward the W
+25.0666	063.8886	210 	     	04 15 33.3	+25 04 00	Darker spot in dark lane
+27.8123	064.3017	211 	     	04 17 12.4	+27 48 44	North end of dark lane running SE from B 7; extends from position given to
+27.8123	064.3017	211 	     	04 17 12.4	+27 48 44	4h20m0s, +25 50' (B 217)
+25.3066	064.8109	212 	     	04 19 14.6	+25 18 24	Darker spot in dark lane
+27.0515	065.2941	213 	     	04 21 10.6	+27 03 05	Dark spot in lane
+28.5495	065.4822	214 	  5.0	04 21 55.7	+28 32 58	Diam. 5'; close N of BD +28 645 (magnitude 9.1)
+25.0448	065.8934	215 	     	04 23 34.4	+25 02 41	Darker spot in dark lane
+26.6271	065.9985	216 	     	04 23 59.6	+26 37 37	Dark spot in lane
+26.1169	066.9105	217 	     	04 27 38.5	+26 07 01	Southeast end of dark lane running from B 7
+26.2822	067.0380	218 	 15.0	04 28 09.1	+26 16 56	Triangular; diam. 15'; extension to the S
+29.5971	068.7147	219 	120.0	04 34 51.5	+29 35 50	Partly vacant space; 55' x 3 degrees, NE and SW
+25.9947	070.3751	220 	  7.0	04 41 30.0	+25 59 41	Round, diam. 7'; feebler extension runs NW for 1 degree; BD +25 723
+25.9947	070.3751	220 	  7.0	04 41 30.0	+25 59 41	(magnitude 8.3) near W edge
+31.7380	071.0035	221 	 45.0	04 44 00.8	+31 44 17	Partly vacant region; diam. about 3/4 degree
+32.1674	077.0993	222 	 10.0	05 08 23.8	+32 10 03	Round; indefinite; diam. 10'
 +8.3267	080.3668	223 	  8.0	05 21 28.0	+08 19 36	Fan-shaped nebula; diam. 8' plus or minus. This nebula is close southwest
 +8.3267	080.3668	223 	  8.0	05 21 28.0	+08 19 36	of, and apparently attached to, BD +8 933 (magnitude 6.5). It is possibly
 +8.3267	080.3668	223 	  8.0	05 21 28.0	+08 19 36	the bright part of an obscuring nebula.
+10.6195	080.9786	224 	 20.0	05 23 54.9	+10 37 10	Indefinite; diam. 20'
+11.6044	082.2414	225 	     	05 28 57.9	+11 36 16	South end of extension running S for 35' from B 30
+33.7001	084.1442	226 	 17.0	05 36 34.6	+33 42 00	Dark spot; diam. 17'; S of M 36
+19.6554	091.8494	227 	 12.0	06 07 23.9	+19 39 20	Round, diam. 12'; one or two faint stars in it
-34.5135	236.2413	228 	240.0	15 44 57.9	-34 30 49	Large vacant region about 4 degrees long NW and SE. This vacant region is
-34.5135	236.2413	228 	240.0	15 44 57.9	-34 30 49	about 4 degrees long, extending from RA=15h31m, dec=-32 45' to RA=15h43m,
-34.5135	236.2413	228 	240.0	15 44 57.9	-34 30 49	dec=-35 30'. Its average width is about 1/2 degree. It is strongest marked
-34.5135	236.2413	228 	240.0	15 44 57.9	-34 30 49	at the north end. There are fragments of other dark markings several
-34.5135	236.2413	228 	240.0	15 44 57.9	-34 30 49	degrees west of this.
-27.3111	244.4204	229 	 45.0	16 17 40.9	-27 18 40	Indefinite, partially vacant region; diam. 3/4 degree
-16.7843	246.7908	230 	 60.0	16 27 09.8	-16 47 03	Round; diam. about 1 degree
-35.4210	249.6013	231 	 30.0	16 38 24.3	-35 25 16	Dusky; diam. 30'; sharpest on W side, diffuses to the E
-39.8230	250.9353	232 	 10.0	16 43 44.5	-39 49 23	Dusky; 10' N and S; 2 small stars in it
-35.4030	251.1893	233 	 37.0	16 44 45.4	-35 24 11	Diffused; 55' N and S; 20' wide
-30.4810	251.6107	234 	 18.0	16 46 26.6	-30 28 52	Narrow; nearly 1/2 degree long, 6' wide
-44.4806	251.7767	235 	  7.0	16 47 06.4	-44 28 50	Diam. 7'; elongated NE and SW; darkest part at SW end
-29.8072	252.2268	236 	     	16 48 54.4	-29 48 26	Center of system of indistinct dark lanes
-29.9739	252.2294	237 	 37.0	16 48 55.0	-29 58 26	Dark lane N of CD -30 13487 (magnitude 8.0). Beginning about 10' NW of CD
-29.9739	252.2294	237 	 37.0	16 48 55.0	-29 58 26	-30 13487 (magnitude 8.0) this dark lane runs NE for 37' and then turns
-29.9739	252.2294	237 	 37.0	16 48 55.0	-29 58 26	abruptly to the E for 18'. Beginning about 10' northwest of CD -30 13487
-29.9739	252.2294	237 	 37.0	16 48 55.0	-29 58 26	(magnitude 8.0), this dark lane runs northeast for 37' and then turns
-29.9739	252.2294	237 	 37.0	16 48 55.0	-29 58 26	abruptly to the east for 18'.
-23.1301	253.0908	238 	 13.0	16 52 21.8	-23 07 48	Irregular; diam. 13'; BD -22 4323 (magnitude 8.0) on NW edge
-31.1231	253.7507	239 	 15.0	16 55 00.2	-31 07 23	Curved; 15' long; very black and narrow; rimmed with stars on S and E
-31.1231	253.7507	239 	 15.0	16 55 00.2	-31 07 23	sides
-35.3610	254.8236	240 	 20.0	16 59 17.7	-35 21 40	Black; diam. 20'
-30.1934	254.8635	241 	 12.0	16 59 27.2	-30 11 36	Dusky; diffused; 18' long E and W, 6' wide; about 20' W of M 62
-32.4271	256.2772	242 	 19.0	17 05 06.5	-32 25 38	Dusky; elongated E and W, 30'x8'
-29.5798	257.4421	243 	 25.0	17 09 46.1	-29 34 47	Very irregular; diam. 25'
-28.4098	257.7162	244 	 25.0	17 10 51.9	-28 24 35	Irregular; sharpest on W side; about 30' long N and S, 20' wide; from S
-28.4098	257.7162	244 	 25.0	17 10 51.9	-28 24 35	end a narrow projection runs W for about 10'
-29.4067	257.9820	245 	  8.0	17 11 55.7	-29 24 24	Round; diffused; diam. 8'; several bright stars in it
-22.6558	258.0080	246 	 15.0	17 12 01.9	-22 39 21	Irregular; diam. about 15'
-30.2533	258.2791	247 	  4.0	17 13 07.0	-30 15 12	Black; diam. 4'
-28.9866	258.2676	248 	 10.0	17 13 04.2	-28 59 12	Irregular; 10' E and W
-29.1533	258.2702	249 	 13.0	17 13 04.8	-29 09 12	Very thin, short, black line, 5' long, 20' plus or minus wide 25' NW of
-29.1533	258.2702	249 	 13.0	17 13 04.8	-29 09 12	NGC 6304; small star at NE end
-28.4033	258.2586	250 	 15.0	17 13 02.1	-28 24 12	Diffused; diam. 15'
-20.1503	258.4535	251 	 13.0	17 13 48.8	-20 09 01	Dusky; elongated NE and SW, 20'x5'
-32.1470	258.8273	252 	 20.0	17 15 18.6	-32 08 49	Triangular; 20' N and S; eastern side diffused. Abrupt dark marking in a
-32.1470	258.8273	252 	 20.0	17 15 18.6	-32 08 49	bright, apparently nebulous, region. CD -31 13763 (magnitude 7.7) near
-32.1470	258.8273	252 	 20.0	17 15 18.6	-32 08 49	northeast end.
-22.5621	258.8828	253 	 60.0	17 15 31.9	-22 33 44	Irregular dark region; diam. nearly 1 degree; BD -22 4307 (magnitude 8.8)
-22.5621	258.8828	253 	 60.0	17 15 31.9	-22 33 44	in western part
-30.1314	260.1217	254 	 40.0	17 20 29.2	-30 07 53	Irregular; diffused; elongated E and W, 1 degree x 20'
-23.4638	260.1468	255 	  5.0	17 20 35.2	-23 27 50	Dusky; diam. 5'
-28.8261	260.5517	256 	 50.0	17 22 12.4	-28 49 34	Very irregular and diffused; 50' E and W; BD -28 13101 (magnitude 7.7)
-28.8261	260.5517	256 	 50.0	17 22 12.4	-28 49 34	near E end
-35.6251	260.6947	257 	 15.0	17 22 46.7	-35 37 30	Dusky spot; diam. 15'; about 10' NW of CD -35 11505 (magnitude 6.7)
-34.7244	260.7412	258 	 40.0	17 22 57.9	-34 43 28	Irregular area of dark markings; diam. 40' plus or minus
-19.2925	260.5064	259 	 30.0	17 22 01.5	-19 17 33	Irregular dark area; diam. 1/2 degree; BD -19 4605 (magnitude 6.5) on W
-19.2925	260.5064	259 	 30.0	17 22 01.5	-19 17 33	border; BD -19 4617 (magnitude 7.8) in E part
-25.6180	261.2040	260 	 10.0	17 24 49.0	-25 37 05	Diffused; elongated N and S, 12'x7'
-23.0337	261.2669	261 	 10.0	17 25 04.0	-23 02 01	Elongated E and W, 14'x5'; diffused on S side, reaching almost to CD -23
